index,sample_id,label,attack,score_clean,prior_clean,energy_clean,score_adv,prior_adv,energy_adv,delta_score,delta_energy
87,airplane_0714,0,ifgm_pointnet,194377.84375,1620.625732421875,-192757.21875,193517.046875,1620.0086669921875,-191897.03125,-860.796875,860.1875
88,airplane_0715,0,ifgm_pointnet,187154.859375,1553.886474609375,-185600.96875,185548.375,1548.869384765625,-183999.5,-1606.484375,1601.46875
89,airplane_0716,0,ifgm_pointnet,191050.90625,1547.847412109375,-189503.0625,189568.0625,1547.1568603515625,-188020.90625,-1482.84375,1482.15625
90,airplane_0717,0,ifgm_pointnet,196515.40625,1563.4273681640625,-194951.984375,195518.1875,1566.0576171875,-193952.125,-997.21875,999.859375
91,airplane_0718,0,ifgm_pointnet,192758.265625,1574.762939453125,-191183.5,190833.28125,1576.3294677734375,-189256.953125,-1924.984375,1926.546875
92,airplane_0719,0,ifgm_pointnet,193987.40625,1411.0672607421875,-192576.34375,191922.640625,1408.1793212890625,-190514.46875,-2064.765625,2061.875
93,airplane_0720,0,ifgm_pointnet,192758.265625,1584.013671875,-191174.25,190702.625,1582.6700439453125,-189119.953125,-2055.640625,2054.296875
94,airplane_0721,0,ifgm_pointnet,193465.890625,1261.5306396484375,-192204.359375,191940.765625,1259.566650390625,-190681.203125,-1525.125,1523.15625
95,airplane_0722,0,ifgm_pointnet,194291.125,1506.13671875,-192784.984375,191525.953125,1497.646728515625,-190028.3125,-2765.171875,2756.671875
96,airplane_0723,0,ifgm_pointnet,148630.625,1608.6982421875,-147021.921875,148592.109375,1608.239013671875,-146983.875,-38.515625,38.046875
97,airplane_0724,0,ifgm_pointnet,192069.6875,1447.207763671875,-190622.484375,190122.4375,1451.791015625,-188670.640625,-1947.25,1951.84375
98,airplane_0725,0,ifgm_pointnet,191101.359375,1651.0245361328125,-189450.328125,190117.265625,1639.0477294921875,-188478.21875,-984.09375,972.109375
99,airplane_0726,0,ifgm_pointnet,190377.5625,902.8905029296875,-189474.671875,188745.625,901.7216796875,-187843.90625,-1631.9375,1630.765625
100,bathtub_0107,1,ifgm_pointnet,146832.03125,2261.844482421875,-144570.1875,146692.234375,2260.688232421875,-144431.546875,-139.796875,138.640625
101,bathtub_0108,1,ifgm_pointnet,154460.421875,2665.10693359375,-151795.3125,154210.328125,2672.67822265625,-151537.65625,-250.09375,257.65625
102,bathtub_0109,1,ifgm_pointnet,155172.125,2546.170166015625,-152625.953125,155117.640625,2547.377197265625,-152570.265625,-54.484375,55.6875
103,bathtub_0110,1,ifgm_pointnet,154281.421875,2564.015869140625,-151717.40625,154133.765625,2567.376220703125,-151566.390625,-147.65625,151.015625
104,bathtub_0111,1,ifgm_pointnet,159724.828125,2324.99560546875,-157399.828125,159729.015625,2325.918212890625,-157403.09375,4.1875,-3.265625
105,bathtub_0112,1,ifgm_pointnet,149171.03125,2578.83447265625,-146592.203125,149116.171875,2582.205322265625,-146533.96875,-54.859375,58.234375
106,bathtub_0113,1,ifgm_pointnet,144672.3125,2276.4287109375,-142395.890625,144632.453125,2277.17626953125,-142355.28125,-39.859375,40.609375
107,bathtub_0114,1,ifgm_pointnet,141095.296875,2122.960693359375,-138972.34375,140810.8125,2124.779296875,-138686.03125,-284.484375,286.3125
108,bathtub_0115,1,ifgm_pointnet,137581.03125,2432.37109375,-135148.65625,137210.671875,2445.5771484375,-134765.09375,-370.359375,383.5625
109,bathtub_0116,1,ifgm_pointnet,151427.96875,1858.979248046875,-149568.984375,151154.921875,1858.2281494140625,-149296.6875,-273.046875,272.296875
110,bathtub_0117,1,ifgm_pointnet,146104.90625,2739.796875,-143365.109375,146104.90625,2739.797119140625,-143365.109375,0.0,0.0
111,bathtub_0118,1,ifgm_pointnet,147016.1875,2385.984619140625,-144630.203125,146636.71875,2396.68603515625,-144240.03125,-379.46875,390.171875
112,bathtub_0119,1,ifgm_pointnet,144247.25,1735.4842529296875,-142511.765625,143851.296875,1738.045166015625,-142113.25,-395.953125,398.515625
113,bathtub_0120,1,ifgm_pointnet,148724.453125,2811.776123046875,-145912.671875,148592.109375,2811.02734375,-145781.078125,-132.34375,131.59375
114,bathtub_0121,1,ifgm_pointnet,152097.953125,2472.294189453125,-149625.65625,151968.671875,2477.4287109375,-149491.25,-129.28125,134.40625
115,bathtub_0122,1,ifgm_pointnet,142034.296875,2436.4521484375,-139597.84375,141550.703125,2437.447998046875,-139113.25,-483.59375,484.59375
116,bathtub_0123,1,ifgm_pointnet,149553.328125,2324.39306640625,-147228.9375,149474.1875,2324.716064453125,-147149.46875,-79.140625,79.46875
117,bathtub_0124,1,ifgm_pointnet,143497.0625,2717.3681640625,-140779.6875,143343.71875,2718.2060546875,-140625.515625,-153.34375,154.171875
118,bathtub_0125,1,ifgm_pointnet,144515.75,2309.556884765625,-142206.1875,144515.75,2309.536376953125,-142206.21875,0.0,-0.03125
119,bathtub_0126,1,ifgm_pointnet,155291.625,2317.820068359375,-152973.8125,155091.421875,2326.41064453125,-152765.015625,-200.203125,208.796875
120,bathtub_0127,1,ifgm_pointnet,148332.234375,3103.019775390625,-145229.21875,148332.234375,3103.0205078125,-145229.21875,0.0,0.0
121,bathtub_0128,1,ifgm_pointnet,152868.0,2060.480712890625,-150807.515625,152676.109375,2063.518798828125,-150612.59375,-191.890625,194.921875
122,bathtub_0129,1,ifgm_pointnet,143131.796875,2295.37255859375,-140836.421875,142952.796875,2296.621337890625,-140656.171875,-179.0,180.25
123,bathtub_0130,1,ifgm_pointnet,154107.28125,2450.779052734375,-151656.5,154133.765625,2450.94189453125,-151682.828125,26.484375,-26.328125
124,bathtub_0131,1,ifgm_pointnet,154962.203125,2436.573486328125,-152525.625,154962.203125,2437.346923828125,-152524.859375,0.0,0.765625
125,bathtub_0132,1,ifgm_pointnet,151117.96875,2542.149658203125,-148575.8125,150975.921875,2549.70751953125,-148426.21875,-142.046875,149.59375
126,bathtub_0133,1,ifgm_pointnet,151593.5,2524.81689453125,-149068.6875,151395.546875,2542.72998046875,-148852.8125,-197.953125,215.875
127,bathtub_0134,1,ifgm_pointnet,146194.375,2431.87255859375,-143762.5,146143.296875,2432.52880859375,-143710.765625,-51.078125,51.734375
128,bathtub_0135,1,ifgm_pointnet,144542.921875,2150.37744140625,-142392.546875,144014.5,2154.558837890625,-141859.9375,-528.421875,532.609375
129,bathtub_0136,1,ifgm_pointnet,147898.484375,2720.039794921875,-145178.4375,147590.53125,2727.732177734375,-144862.796875,-307.953125,315.640625
130,bathtub_0137,1,ifgm_pointnet,148153.234375,2798.155029296875,-145355.078125,147983.953125,2801.66064453125,-145182.296875,-169.28125,172.78125
131,bathtub_0138,1,ifgm_pointnet,157833.921875,2184.53125,-155649.390625,157720.546875,2185.91943359375,-155534.625,-113.375,114.765625
132,bathtub_0139,1,ifgm_pointnet,149758.265625,2482.0810546875,-147276.1875,149737.484375,2484.7529296875,-147252.734375,-20.78125,23.453125
133,bathtub_0140,1,ifgm_pointnet,149222.125,2248.3564453125,-146973.765625,148771.125,2257.623779296875,-146513.5,-451.0,460.265625
134,bathtub_0141,1,ifgm_pointnet,148004.109375,2074.34619140625,-145929.765625,147577.625,2080.098388671875,-145497.53125,-426.484375,432.234375
135,bathtub_0142,1,ifgm_pointnet,150077.390625,2295.81494140625,-147781.578125,150215.09375,2294.182373046875,-147920.90625,137.703125,-139.328125
136,bathtub_0143,1,ifgm_pointnet,150684.703125,2602.619140625,-148082.078125,150759.96875,2610.456787109375,-148149.515625,75.265625,-67.4375
137,bathtub_0144,1,ifgm_pointnet,148093.609375,2392.280029296875,-145701.328125,147808.984375,2401.466796875,-145407.515625,-284.625,293.8125
138,bathtub_0145,1,ifgm_pointnet,148915.5625,2036.730224609375,-146878.828125,148851.265625,2036.9736328125,-146814.296875,-64.296875,64.53125
139,bathtub_0146,1,ifgm_pointnet,153047.015625,1961.884765625,-151085.125,152620.4375,1967.85302734375,-150652.578125,-426.578125,432.546875
140,bathtub_0147,1,ifgm_pointnet,148204.859375,2324.0087890625,-145880.84375,148004.109375,2328.587646484375,-145675.515625,-200.75,205.328125
141,bathtub_0148,1,ifgm_pointnet,148183.109375,1733.6256103515625,-146449.484375,148162.953125,1741.324951171875,-146421.625,-20.15625,27.859375
142,bathtub_0149,1,ifgm_pointnet,151466.03125,2093.47705078125,-149372.546875,151189.96875,2097.484619140625,-149092.484375,-276.0625,280.0625
143,bathtub_0150,1,ifgm_pointnet,150882.921875,2442.399169921875,-148440.515625,151207.484375,2459.896484375,-148747.59375,324.5625,-307.078125
144,bathtub_0151,1,ifgm_pointnet,139706.8125,2175.5791015625,-137531.234375,139443.484375,2176.64208984375,-137266.84375,-263.328125,264.390625
145,bathtub_0152,1,ifgm_pointnet,149409.5625,1724.2132568359375,-147685.34375,149209.28125,1727.001220703125,-147482.28125,-200.28125,203.0625
146,bathtub_0153,1,ifgm_pointnet,142693.28125,2381.545166015625,-140311.734375,142668.34375,2380.78662109375,-140287.5625,-24.9375,24.171875
147,bathtub_0154,1,ifgm_pointnet,151033.328125,2067.8349609375,-148965.5,150614.421875,2075.634521484375,-148538.78125,-418.90625,426.71875
148,bathtub_0155,1,ifgm_pointnet,150477.484375,2260.7392578125,-148216.75,150362.34375,2263.947509765625,-148098.390625,-115.140625,118.359375
149,bathtub_0156,1,ifgm_pointnet,150703.90625,2104.39208984375,-148599.515625,150461.546875,2108.990966796875,-148352.5625,-242.359375,246.953125
150,bed_0516,2,ifgm_pointnet,149707.984375,2585.122314453125,-147122.859375,149511.734375,2585.850830078125,-146925.890625,-196.25,196.96875
151,bed_0517,2,ifgm_pointnet,149588.5625,2159.372802734375,-147429.1875,149384.671875,2164.18408203125,-147220.484375,-203.890625,208.703125
152,bed_0518,2,ifgm_pointnet,152914.96875,2186.61669921875,-150728.359375,152855.109375,2184.731689453125,-150670.375,-59.859375,57.984375
153,bed_0519,2,ifgm_pointnet,149418.203125,1791.4713134765625,-147626.734375,149200.515625,1791.4444580078125,-147409.078125,-217.6875,217.65625
154,bed_0520,2,ifgm_pointnet,158686.34375,2231.970703125,-156454.375,158749.375,2226.973388671875,-156522.40625,63.03125,-68.03125
155,bed_0521,2,ifgm_pointnet,153328.796875,2452.765380859375,-150876.03125,153055.828125,2457.29931640625,-150598.53125,-272.96875,277.5
156,bed_0522,2,ifgm_pointnet,147898.484375,2220.81982421875,-145677.671875,147577.625,2223.915283203125,-145353.703125,-320.859375,323.96875
157,bed_0523,2,ifgm_pointnet,145994.296875,2532.988037109375,-143461.3125,145815.28125,2536.167724609375,-143279.109375,-179.015625,182.203125
158,bed_0524,2,ifgm_pointnet,149175.515625,2003.5067138671875,-147172.015625,149072.953125,2019.340576171875,-147053.609375,-102.5625,118.40625
159,bed_0525,2,ifgm_pointnet,157783.34375,2155.310302734375,-155628.03125,157459.921875,2155.92138671875,-155304.0,-323.421875,324.03125
160,bed_0526,2,ifgm_pointnet,157984.1875,2145.97900390625,-155838.203125,157927.90625,2141.77294921875,-155786.140625,-56.28125,52.0625
161,bed_0527,2,ifgm_pointnet,144905.1875,2423.34033203125,-142481.84375,144815.703125,2425.110107421875,-142390.59375,-89.484375,91.25
162,bed_0528,2,ifgm_pointnet,152778.5,2231.796142578125,-150546.703125,152620.4375,2228.9228515625,-150391.515625,-158.0625,155.1875
163,bed_0529,2,ifgm_pointnet,143831.453125,2209.901123046875,-141621.546875,143689.375,2207.649658203125,-141481.71875,-142.078125,139.828125
164,bed_0530,2,ifgm_pointnet,141406.0,2194.83154296875,-139211.171875,141377.109375,2203.673828125,-139173.4375,-28.890625,37.734375
165,bed_0531,2,ifgm_pointnet,149218.625,1966.3311767578125,-147252.296875,149060.1875,1966.546875,-147093.640625,-158.4375,158.65625
166,bed_0532,2,ifgm_pointnet,156850.046875,2379.783447265625,-154470.265625,156500.1875,2383.46044921875,-154116.734375,-349.859375,353.53125
167,bed_0533,2,ifgm_pointnet,147544.671875,2138.005859375,-145406.671875,147276.171875,2155.495361328125,-145120.671875,-268.5,286.0
168,bed_0534,2,ifgm_pointnet,152599.5,2310.409423828125,-150289.09375,152497.75,2311.738037109375,-150186.015625,-101.75,103.078125
169,bed_0535,2,ifgm_pointnet,151892.28125,2286.3154296875,-149605.96875,151517.46875,2282.589599609375,-149234.875,-374.8125,371.09375
170,bed_0536,2,ifgm_pointnet,155309.0,2530.625,-152778.375,155028.15625,2531.8818359375,-152496.28125,-280.84375,282.09375
171,bed_0537,2,ifgm_pointnet,158115.421875,1929.6707763671875,-156185.75,157923.4375,1933.265625,-155990.171875,-191.984375,195.578125
172,bed_0538,2,ifgm_pointnet,146423.75,2300.43505859375,-144123.3125,145853.640625,2307.56787109375,-143546.078125,-570.109375,577.234375
173,bed_0539,2,ifgm_pointnet,149656.78125,2260.606201171875,-147396.171875,149544.921875,2262.5498046875,-147282.375,-111.859375,113.796875
174,bed_0540,2,ifgm_pointnet,149887.0,2041.1053466796875,-147845.890625,149678.0625,2050.739501953125,-147627.328125,-208.9375,218.5625
175,bed_0541,2,ifgm_pointnet,149544.921875,2014.5126953125,-147530.40625,149405.671875,2016.3824462890625,-147389.296875,-139.25,141.109375
176,bed_0542,2,ifgm_pointnet,151372.578125,2229.8876953125,-149142.6875,151363.8125,2229.146728515625,-149134.671875,-8.765625,8.015625
177,bed_0543,2,ifgm_pointnet,154513.21875,2025.663330078125,-152487.5625,154307.59375,2024.950927734375,-152282.640625,-205.625,204.921875
178,bed_0544,2,ifgm_pointnet,158127.390625,2153.05078125,-155974.34375,157952.0,2154.668701171875,-155797.328125,-175.390625,177.015625
179,bed_0545,2,ifgm_pointnet,150563.046875,2065.1787109375,-148497.875,150290.046875,2066.252685546875,-148223.796875,-273.0,274.078125
180,bed_0546,2,ifgm_pointnet,154370.921875,2348.748046875,-152022.171875,154191.921875,2348.252685546875,-151843.671875,-179.0,178.5
181,bed_0547,2,ifgm_pointnet,147828.484375,2045.8416748046875,-145782.640625,147680.046875,2055.995361328125,-145624.046875,-148.4375,158.59375
182,bed_0548,2,ifgm_pointnet,145465.859375,2471.490478515625,-142994.375,145141.390625,2470.6748046875,-142670.71875,-324.46875,323.65625
183,bed_0549,2,ifgm_pointnet,149116.171875,2195.380859375,-146920.796875,148860.625,2194.93359375,-146665.6875,-255.546875,255.109375
184,bed_0550,2,ifgm_pointnet,143200.625,2100.51904296875,-141100.109375,142952.796875,2099.88623046875,-140852.90625,-247.828125,247.203125
185,bed_0551,2,ifgm_pointnet,159001.71875,2321.12109375,-156680.59375,158728.875,2321.2041015625,-156407.671875,-272.84375,272.921875
